"userId","articleId","timeSpent","date"
"6675684c9e0022d1bedfab82","6673b7b03ebb9139412362df",205932,"2024-06-21T00:00:00.000Z"
"6675684c9e0022d1bedfab82","6673b7aa3ebb9139412362db",388866,"2024-06-21T00:00:00.000Z"
"667594cd9e0022d1bedfbf33","667578759e0022d1bedfb19e",167674,"2024-06-21T00:00:00.000Z"
"667594cd9e0022d1bedfbf33","66742862928c5fb2c1334b51",225859,"2024-06-21T00:00:00.000Z"
"65f300509edbd593b5293db2","667579149e0022d1bedfb1c5",24848,"2024-06-21T00:00:00.000Z"
"667594cd9e0022d1bedfbf33","66750966928c5fb2c1373f9d",111181,"2024-06-21T00:00:00.000Z"
"667594cd9e0022d1bedfbf33","667428ce928c5fb2c1334b63",94737,"2024-06-21T00:00:00.000Z"
"653548118a2815874166fa66","6675e8bd9e0022d1bee654f8",49909,"2024-06-22T00:00:00.000Z"
"667594cd9e0022d1bedfbf33","6675ea909e0022d1bee65574",153006,"2024-06-22T00:00:00.000Z"
"667594cd9e0022d1bedfbf33","667508c2928c5fb2c1373f70",129436,"2024-06-22T00:00:00.000Z"
"667594cd9e0022d1bedfbf33","66750a14928c5fb2c1373fd7",144058,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","667659519e0022d1bee65cb7",10932,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","6601a69b541fb73774320e2a",652335,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","660be7ac489eed6e3dc52875",70873,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","6601a69f541fb73774320e3c",6881,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","666d925c943ea5c44151c3aa",44160,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","666e72c3943ea5c441591429",10137,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","6670335b261754a948421319",34593,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","666e02d4943ea5c4415907f4",157081,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","666caf37943ea5c44151a445",235749,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","666e70e4943ea5c44159137b",26238,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","6668bbb540f98ecea90c83e1",21475,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","6675e9ee9e0022d1bee65544",64544,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","6668bbd140f98ecea90c83e5",38112,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","66676fcd3588cee0f241639a",16347,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","6671164b261754a948496c6c",75824,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","6666175fe25f18ad60ff9364",22041,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","666768993588cee0f2416193",454088,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","665b8af9eb416dcc9bfd7099",13210279,"2024-06-22T00:00:00.000Z"
"66210e6094d2c53bd0b70ccc","66742862928c5fb2c1334b51",75144534,"2024-06-22T00:00:00.000Z"
"66210e6094d2c53bd0b70ccc","6675eaa69e0022d1bee65578",258879,"2024-06-22T00:00:00.000Z"
"65f300509edbd593b5293db2","6675e9e39e0022d1bee6553c",223721,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","6676c9b0dfb15a7456bbf2d0",1394641,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","6660d77a932f5ddf7901139b",273010,"2024-06-22T00:00:00.000Z"
"65b1ebbc90ba2e3794e9696d","6676ccd4dfb15a7456bbf654",251611,"2024-06-22T00:00:00.000Z"
"66771e6fdfb15a7456c266a8","6676ccd4dfb15a7456bbf654",124683,"2024-06-22T00:00:00.000Z"
"65fd330b85a20fc084e1168b","666ee0ba2748242e4dc64430",16052,"2024-06-22T00:00:00.000Z"
